Age,Gender,Education_Level,Employment_Status,Income_Level,Location,Preferred_Learning_Style,Device_Used_for_Learning,Preferred_Study_Time,Courses_Enrolled,Course_Completion_Rate,Average_Study_Time_per_Week,Number_of_Assessments_Taken,Average_Assessment_Score,Forum_Participation,Peer_Interaction_Score,Instructor_Interaction_Frequency,Motivation_Level,Course_Satisfaction_Rating,Feedback_Sentiment,Certification_Achieved,Learning_Outcome_Status,Engagement_Level,Dropout_Risk,Course_Satisfaction_Level,Study_Efficiency,Assessment_Intensity,Interaction_Score,was_missing_Gender,was_missing_Education_Level,was_missing_Employment_Status,was_missing_Location,was_missing_Preferred_Learning_Style,was_missing_Device_Used_for_Learning,was_missing_Preferred_Study_Time,was_missing_Income_Level,was_missing_Engagement_Level,was_missing_Course_Completion_Rate,was_missing_Average_Study_Time_per_Week,was_missing_Number_of_Assessments_Taken,was_missing_Average_Assessment_Score,was_missing_Forum_Participation,was_missing_Peer_Interaction_Score,was_missing_Instructor_Interaction_Frequency,was_missing_Course_Satisfaction_Rating,was_zero_denom_efficiency,was_zero_denom_intensity
43,female,Senior secondary/Vocational,Unemployed,0.0,Rural,Kinesthetic,Tablet,Morning,3,0.313446483398547,4.70276917100092,12.0,83.1115112448823,4.0,42.0911083536386,1.0,2.0,2.81042211793339,2.0,0.0,0.0,1.0,0.0,2.0,17.66913048311784,3.9986671109630123,52.0911083536386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,female,Senior secondary/Vocational,Student/Retired,1.0,Urban,Kinesthetic,Tablet,Evening/Night,3,0.570640105416949,4.98732915796787,11.0,83.3095739512656,4.0,51.0432658712803,2.0,1.0,3.23540514503075,1.0,0.0,0.0,2.0,0.0,0.0,16.700897497550862,3.665444851716095,71.0432658712803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,female,No formal/Primary,Employed full-time,2.0,Urban,Visual,Mobile,Evening/Night,4,0.222952605439528,4.64424749042437,8.0,56.4607151020336,4.0,69.1481059815441,5.0,2.0,3.82630395009502,1.0,0.0,0.0,1.0,0.0,2.0,12.154511728044783,1.9995001249687576,119.1481059815441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,male,Junior secondary,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Evening/Night,4,0.38895013160038,2.37055797223147,4.0,86.5011435873402,7.0,56.2055681832003,2.0,2.0,3.57213846116685,1.0,0.0,0.0,2.0,0.0,0.0,36.47439556619764,0.9997500624843788,76.2055681832003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,female,No formal/Primary,Employed full-time,1.0,Urban,Visual,Mobile,Afternoon,0,0.43796819082945,5.44443264415969,20.0,89.9245776619539,7.0,53.6239997248585,2.0,2.0,4.73741009700757,2.0,0.0,0.0,1.0,0.0,0.0,16.51376181438942,,73.62399972485849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,female,Master,Part-time,0.0,Urban,Visual,Mobile,Afternoon,4,0.0904857883546295,2.50834681689725,7.0,65.7719587489025,2.0,39.4070328025356,1.0,0.0,3.85472111499264,0.0,1.0,1.0,2.0,0.0,1.0,26.210788523137683,1.7495626093476628,49.4070328025356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,male,Senior secondary/Vocational,Unemployed,2.0,Urban,Visual,Mobile,Morning,6,0.385984964464251,7.04365001553948,14.0,77.4385799109085,5.0,51.6015698885567,2.0,2.0,3.75896001621465,0.0,1.0,0.0,1.0,0.0,0.0,10.992537562560265,2.3329445092484584,71.6015698885567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,No formal/Primary,Employed full-time,1.0,Urban,Visual,Mobile,Morning,2,0.35607067298805,7.45850780081703,7.0,75.9603912895463,6.0,37.030792719528,3.0,2.0,4.17437166270682,2.0,1.0,1.0,0.0,1.0,1.0,10.183029942166755,3.4982508745627188,67.030792719528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,female,Senior secondary/Vocational,Part-time,1.0,Urban,Visual,Tablet,Morning,4,0.443916733587843,1.52965240820225,10.0,77.1904935879832,8.0,28.0205360995636,3.0,2.0,3.49396451146296,2.0,0.0,1.0,0.0,1.0,0.0,50.42979919826695,2.499375156210947,58.0205360995636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,male,No formal/Primary,Part-time,1.0,Rural,Visual,Mobile,Evening/Night,7,0.504115995936915,4.09942219723291,9.0,89.7731659135964,4.0,49.6782286960595,2.0,0.0,2.30569882616926,1.0,1.0,0.0,2.0,0.0,2.0,21.89363962915284,1.285530638480217,69.6782286960595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,male,Senior secondary/Vocational,Employed full-time,1.0,Rural,Visual,Mobile,Afternoon,6,0.343727149801591,6.48493907910871,14.0,75.3621708914705,5.0,45.8718498253361,4.0,0.0,3.80522095589247,1.0,0.0,0.0,0.0,1.0,2.0,11.619315256014813,2.3329445092484584,85.8718498253361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,female,Junior secondary,Unemployed,2.0,Rural,Visual,Mobile,Morning,2,0.454007944849023,5.34165342031491,14.0,100.0,3.0,53.2513266263699,1.0,0.0,1.93012434315346,0.0,0.0,1.0,2.0,0.0,2.0,18.717291228317357,6.9965017491254375,63.2513266263699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,male,Junior secondary,Employed full-time,2.0,Urban,Kinesthetic,Tablet,Afternoon,0,0.344951464598856,1.03384816507285,8.0,80.6313137586894,4.0,50.056603512116,2.0,0.0,2.4391621046477,1.0,0.0,1.0,1.0,1.0,0.0,77.91608129586163,,70.056603512116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,female,Junior secondary,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Morning,3,0.382050449257153,5.3565645810757,10.0,63.8887693200717,6.0,38.4351696945582,2.0,0.0,4.51323514849508,2.0,0.0,0.0,0.0,1.0,1.0,11.924964851705813,3.332222592469177,58.4351696945582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,male,Senior secondary/Vocational,Employed full-time,1.0,Urban,Kinesthetic,Tablet,Evening/Night,5,0.557059731035843,0.971627127159435,9.0,75.0603978721219,3.0,54.3710719334063,0.0,2.0,3.34016476723159,1.0,1.0,1.0,0.0,1.0,0.0,77.17284021404622,1.7996400719856027,54.3710719334063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,female,Junior secondary,Part-time,2.0,Urban,Visual,Mobile,Evening/Night,8,0.321339639283284,4.06400287704701,3.0,72.295438865772,4.0,39.1719449206767,3.0,0.0,3.75100603780805,1.0,0.0,0.0,2.0,0.0,0.0,17.78484322212595,0.3749531308586427,69.17194492067671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,male,No formal/Primary,Employed full-time,0.0,Urban,Visual,Tablet,Evening/Night,4,0.252937082877499,4.33196852647011,10.0,76.9294936823343,3.0,38.5029035754426,3.0,2.0,3.34685606001776,0.0,0.0,1.0,0.0,1.0,0.0,17.75445476060394,2.499375156210947,68.5029035754426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,female,Senior secondary/Vocational,Student/Retired,0.0,Urban,Kinesthetic,Desktop/Laptop,Evening/Night,3,0.50289539700643,1.39174070659367,10.0,52.6121553401234,5.0,54.1533686256941,2.0,2.0,1.09841066610765,2.0,1.0,0.0,2.0,0.0,0.0,37.77598736867603,3.332222592469177,74.1533686256941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,male,No formal/Primary,Employed full-time,0.0,Urban,Auditory,Mobile,Evening/Night,3,0.44484772302782,6.75574492781872,12.0,54.1072299572003,3.0,41.8650887166565,3.0,2.0,2.90479569189773,1.0,1.0,0.0,1.0,0.0,2.0,8.007884052930757,3.9986671109630123,71.8650887166565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,male,Senior secondary/Vocational,Part-time,0.0,Urban,Auditory,Mobile,Afternoon,3,0.16595120923482,4.73505142852915,14.0,68.0908473436488,1.0,61.2237928933135,0.0,2.0,3.16419961702586,2.0,0.0,0.0,0.0,1.0,0.0,14.377134279725379,4.665111629456848,61.2237928933135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,female,Senior secondary/Vocational,Part-time,1.0,Urban,Visual,Mobile,Evening/Night,3,0.304056689995571,7.02641090696122,9.0,43.899615582907,6.0,48.3640548350656,1.0,0.0,3.13074378828533,2.0,0.0,0.0,2.0,0.0,1.0,6.246911723835712,2.9990003332222592,58.3640548350656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,male,Junior secondary,Employed full-time,0.0,Urban,Visual,Mobile,Evening/Night,2,0.182970677316255,2.09624512193637,13.0,64.7919581435386,1.0,50.7887897930598,4.0,0.0,3.66388989838094,2.0,0.0,0.0,0.0,1.0,1.0,30.893841385463176,6.496751624187906,90.7887897930598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,female,Master,Employed full-time,2.0,Urban,Auditory,Tablet,Evening/Night,2,0.103272513917082,5.80998315087601,11.0,90.058473243924,4.0,58.7116460039715,5.0,0.0,3.81182579367158,2.0,0.0,0.0,0.0,1.0,2.0,15.497975283295668,5.497251374312844,108.71164600397151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,female,Associate/Bachelor,Part-time,2.0,Urban,Auditory,Mobile,Evening/Night,5,0.32667569032302,4.58062177892701,12.0,78.2903796254691,4.0,43.5972566874878,3.0,0.0,2.54641197787067,1.0,0.0,0.0,1.0,0.0,0.0,17.087918515134234,2.3995200959808036,73.5972566874878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,female,Junior secondary,Self-employed,0.0,Urban,Kinesthetic,Mobile,Afternoon,1,0.248734616422574,4.76756255202055,9.0,65.8320346923078,2.0,65.7030116567063,2.0,0.0,2.85214416718281,1.0,1.0,0.0,2.0,0.0,0.0,13.805425424148677,8.991008991008991,85.7030116567063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,female,Senior secondary/Vocational,Employed full-time,2.0,Rural,Visual,Mobile,Afternoon,3,0.174312300642819,8.17023781043873,9.0,82.4217970816543,3.0,56.0022905937944,2.0,2.0,4.56649482452908,2.0,0.0,0.0,2.0,0.0,0.0,10.08681903448713,2.9990003332222592,76.0022905937944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,male,No formal/Primary,Employed full-time,1.0,Urban,Kinesthetic,Mobile,Evening/Night,6,0.465071646204371,1.34954294785461,8.0,48.8232917701264,11.0,35.0343505888914,4.0,0.0,4.89605969457677,2.0,1.0,0.0,0.0,1.0,0.0,36.15086202751576,1.3331111481419762,75.0343505888914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,female,Master,Employed full-time,1.0,Urban,Auditory,Mobile,Evening/Night,3,0.295550266198127,4.29279632588633,7.0,81.5146478594723,6.0,60.6625836814671,2.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,18.984283760279652,2.332555814728424,80.6625836814671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,female,No formal/Primary,Employed full-time,2.0,Urban,Visual,Tablet,Morning,3,0.405730943868722,2.51538170650994,8.0,80.4603879070873,4.0,36.9310396123182,2.0,1.0,1.70993464036282,2.0,0.0,1.0,2.0,0.0,1.0,31.97463552486268,2.665778073975342,56.9310396123182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,female,No formal/Primary,Student/Retired,0.0,Urban,Kinesthetic,Mobile,Afternoon,4,0.211577462790111,5.57445390293027,6.0,86.8856700408811,4.0,57.2330329759426,3.0,0.0,4.12697676559979,2.0,0.0,0.0,0.0,1.0,0.0,15.583604770764389,1.4996250937265683,87.23303297594259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,Master,Employed full-time,1.0,Rural,Kinesthetic,Tablet,Afternoon,3,0.207552579892721,6.56402589164712,8.0,61.7938021110039,7.0,58.8024123478735,2.0,2.0,3.8345614620781,2.0,0.0,0.0,0.0,1.0,0.0,9.412575537535353,2.665778073975342,78.8024123478735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,male,Senior secondary/Vocational,Student/Retired,1.0,Rural,Auditory,Tablet,Afternoon,1,0.46268603865825,4.9839588685264,13.0,82.6989376535352,9.0,67.6680657585805,4.0,2.0,4.08537158698397,2.0,1.0,1.0,0.0,1.0,0.0,16.589693081656613,12.987012987012989,107.6680657585805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,female,Associate/Bachelor,Employed full-time,0.0,Urban,Visual,Mobile,Morning,1,0.154810696797215,2.89829114132652,7.0,65.7666294641295,8.0,41.4783938675423,3.0,2.0,3.88278173800831,0.0,0.0,0.0,0.0,1.0,1.0,22.683692757409357,6.993006993006993,71.47839386754231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,Senior secondary/Vocational,Employed full-time,2.0,Urban,Visual,Mobile,Evening/Night,4,0.361480927343719,9.70447309576707,11.0,68.0222779420366,7.0,56.4033554641764,4.0,2.0,4.35790834397654,2.0,0.0,1.0,0.0,1.0,2.0,7.008651435209657,2.7493126718320418,96.4033554641764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,male,Senior secondary/Vocational,Self-employed,1.0,Rural,Kinesthetic,Mobile,Evening/Night,1,0.0833051443426429,3.77447755259775,11.0,90.8706581708971,4.0,63.5843286220275,1.0,0.0,2.04564914649245,2.0,1.0,0.0,2.0,0.0,1.0,24.068652747881593,10.98901098901099,73.5843286220275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,male,No formal/Primary,Employed full-time,2.0,Urban,Visual,Mobile,Morning,4,0.21635215652189,4.92672467181832,8.0,70.4066459319068,5.0,52.2399257561259,3.0,2.0,3.48790933320599,2.0,1.0,0.0,0.0,1.0,1.0,14.287861157211708,1.9995001249687576,82.2399257561259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,female,Junior secondary,Employed full-time,0.0,Urban,Auditory,Mobile,Afternoon,3,0.12455460272205,4.19253575377077,15.0,60.5997071249354,8.0,66.2043976183496,0.0,0.0,4.45768027707323,2.0,0.0,1.0,0.0,1.0,1.0,14.450742925094884,4.998333888703765,66.2043976183496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,female,Junior secondary,Employed full-time,2.0,Rural,Visual,Mobile,Evening/Night,4,0.433186564677793,5.62555559184757,12.0,56.0062036615641,5.0,56.2529020536018,0.0,0.0,3.78315384144904,2.0,0.0,0.0,2.0,0.0,2.0,9.953905679473355,2.9992501874531365,56.2529020536018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,female,Junior secondary,Employed full-time,0.0,Rural,Kinesthetic,Mobile,Evening/Night,3,0.135909169944315,2.13919575295371,17.0,71.1305055733651,9.0,45.8047716828968,2.0,0.0,3.0461791603386,1.0,0.0,1.0,0.0,1.0,1.0,33.235513842692676,5.664778407197601,65.8047716828968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,female,Senior secondary/Vocational,Employed full-time,1.0,Urban,Auditory,Tablet,Afternoon,2,0.307052120434972,4.96043321100189,11.0,100.0,3.0,47.1708992154066,1.0,2.0,2.38292746024518,2.0,1.0,1.0,0.0,1.0,0.0,20.155466323370387,5.497251374312844,57.1708992154066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,No formal/Primary,Student/Retired,1.0,Urban,Kinesthetic,Mobile,Morning,1,0.368970145794859,3.42345974867816,11.0,81.9759424767046,5.0,43.6329061594764,1.0,2.0,3.82424918654154,2.0,0.0,0.0,0.0,1.0,0.0,23.938357724411063,10.98901098901099,53.6329061594764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,male,Junior secondary,Employed full-time,0.0,Urban,Kinesthetic,Mobile,Morning,6,0.513986349456762,3.32184167893342,4.0,47.8891446382049,6.0,56.7617383031385,6.0,0.0,3.95933643086507,1.0,1.0,0.0,2.0,0.0,2.0,14.412105440297884,0.6665555740709881,116.7617383031385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,female,Master,Student/Retired,0.0,Urban,Auditory,Mobile,Afternoon,5,0.544378053441776,4.30444289913873,10.0,64.9266648607233,6.0,63.106017747441,1.0,2.0,3.06608213002912,1.0,1.0,0.0,2.0,0.0,2.0,15.080136093248706,1.999600079984003,73.106017747441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,female,Junior secondary,Employed full-time,2.0,Urban,Kinesthetic,Tablet,Afternoon,7,0.408855575116872,4.20312959947444,12.0,76.2457213645752,5.0,61.3111142969497,1.0,1.0,4.88835039363527,2.0,0.0,1.0,0.0,1.0,2.0,18.135911265463058,1.714040851306956,71.3111142969497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,male,Junior secondary,Employed full-time,2.0,Urban,Kinesthetic,Tablet,Morning,6,0.159652326319255,1.51909633087887,10.0,63.5885128278394,6.0,38.8680551776369,4.0,0.0,3.50549748789498,2.0,0.0,0.0,2.0,0.0,2.0,41.83189679240565,1.6663889351774703,78.8680551776369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,female,Junior secondary,Employed full-time,2.0,Rural,Visual,Mobile,Evening/Night,4,0.703973536296042,7.16024998717995,6.0,52.5182875133557,3.0,61.9263963466297,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7.333676049205627,1.4996250937265683,61.9263963466297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,female,No formal/Primary,Employed full-time,1.0,Rural,Kinesthetic,Mobile,Evening/Night,4,0.27914485078225,5.17059758796376,14.0,73.0730547548791,4.0,55.7298211603693,3.0,2.0,2.00519045080802,2.0,0.0,0.0,1.0,0.0,1.0,14.129686912405441,3.4991252186953257,85.7298211603693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,female,Senior secondary/Vocational,Unemployed,2.0,Urban,Auditory,Tablet,Morning,2,0.156708251719419,0.340419493204758,5.0,48.6390466799506,4.0,62.9533143386721,1.0,1.0,3.01898634978803,2.0,1.0,1.0,2.0,0.0,0.0,142.46124678880162,2.4987506246876565,72.9533143386721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,female,Senior secondary/Vocational,Employed full-time,2.0,Urban,Kinesthetic,Desktop/Laptop,Afternoon,3,0.231868885745035,4.39943256278252,15.0,47.186239360968,4.0,55.7551950191891,6.0,1.0,3.22896119204063,2.0,0.0,1.0,1.0,0.0,1.0,10.72309112518947,4.998333888703765,115.7551950191891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,male,Senior secondary/Vocational,Employed full-time,2.0,Urban,Kinesthetic,Mobile,Morning,2,0.390452563628523,6.05080806895356,13.0,82.3154605942208,6.0,55.293772725226,7.0,2.0,3.73492731800712,1.0,0.0,1.0,0.0,1.0,2.0,13.601796298945457,6.496751624187906,125.293772725226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,male,Junior secondary,Unemployed,1.0,Urban,Auditory,Tablet,Morning,4,0.234322361154793,6.86531442456475,11.0,64.1071142831174,5.0,46.1675900491832,6.0,1.0,3.86191315329766,0.0,0.0,1.0,1.0,0.0,2.0,9.336466453352243,2.7493126718320418,106.16759004918319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,male,No formal/Primary,Unemployed,1.0,Urban,Visual,Mobile,Evening/Night,1,0.339885793955352,2.20197682033703,11.0,56.9703520264119,3.0,45.2536124403513,2.0,0.0,3.27793418919256,2.0,0.0,0.0,1.0,1.0,1.0,25.860622545132408,10.98901098901099,65.2536124403513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,female,Senior secondary/Vocational,Employed full-time,2.0,Rural,Kinesthetic,Tablet,Afternoon,3,0.40185243145782,5.37533739319044,5.0,55.2126377633013,4.0,51.849630312414,5.0,0.0,2.57545379599303,0.0,0.0,0.0,2.0,0.0,1.0,10.269563408210301,1.6661112962345885,101.849630312414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,Associate/Bachelor,Part-time,1.0,Urban,Auditory,Tablet,Morning,3,0.319163456944595,4.95784067134359,6.0,84.3741247096245,3.0,35.0505715002698,3.0,0.0,2.87794786125144,2.0,0.0,0.0,0.0,1.0,2.0,17.014889225461534,1.9993335554815062,65.0505715002698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,female,Senior secondary/Vocational,Unemployed,1.0,Urban,Kinesthetic,Mobile,Afternoon,2,0.187205008403417,4.68636983910557,13.0,66.2722373176092,1.0,62.4210546396025,2.0,2.0,4.48760983882226,2.0,1.0,0.0,2.0,0.0,2.0,14.138469886612375,6.496751624187906,82.4210546396025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,Associate/Bachelor,Self-employed,1.0,Urban,Auditory,Tablet,Afternoon,1,0.518776429539818,8.61372162647224,8.0,82.6499283157084,3.0,60.9423249246273,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,9.594033550861683,7.992007992007993,100.9423249246273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,female,No formal/Primary,Employed full-time,2.0,Urban,Kinesthetic,Mobile,Evening/Night,4,0.284710320020471,6.13231245237778,7.0,49.9751508238699,3.0,49.2438194719004,1.0,2.0,3.67333537467271,1.0,0.0,0.0,0.0,1.0,2.0,8.14815015734204,1.7495626093476628,59.2438194719004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,female,Junior secondary,Employed full-time,0.0,Rural,Kinesthetic,Tablet,Afternoon,3,0.164784763674296,4.45207051978662,14.0,61.5567708195287,5.0,54.7331936211725,3.0,2.0,2.67033269516882,2.0,0.0,1.0,0.0,1.0,2.0,13.823443968832171,4.665111629456848,84.73319362117249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,Junior secondary,Employed full-time,1.0,Urban,Kinesthetic,Tablet,Morning,1,0.560712237657116,3.43989799361122,9.0,51.579942268217,7.0,45.8403429327082,0.0,0.0,4.16307895985708,1.0,0.0,0.0,0.0,1.0,2.0,14.99025613778335,8.991008991008991,45.8403429327082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,female,Senior secondary/Vocational,Self-employed,1.0,Rural,Kinesthetic,Tablet,Afternoon,2,0.302812299850407,4.87342133092145,14.0,75.0981203948915,7.0,47.5647521650357,7.0,1.0,2.66603223897185,2.0,0.0,0.0,2.0,0.0,0.0,15.406571425924543,6.9965017491254375,117.5647521650357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,female,Junior secondary,Employed full-time,1.0,Rural,Kinesthetic,Mobile,Morning,1,0.155246820572682,4.48784375235689,9.0,81.6719225642432,6.0,57.0200318804365,1.0,1.0,3.9343742703559,2.0,1.0,1.0,2.0,0.0,0.0,18.19442312318421,8.991008991008991,67.0200318804365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,female,Master,Student/Retired,2.0,Urban,Kinesthetic,Tablet,Afternoon,2,0.0569955910817695,3.28152999611071,8.0,68.687663275836,6.0,51.8802961319905,6.0,1.0,2.84500549642542,0.0,0.0,0.0,0.0,1.0,0.0,20.925220289599867,3.99800099950025,111.88029613199049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,female,No formal/Primary,Part-time,1.0,Urban,Auditory,Desktop/Laptop,Evening/Night,3,0.0935558184425469,5.86958461278215,13.0,100.0,1.0,56.3505095356195,2.0,1.0,4.05680592590943,1.0,1.0,0.0,1.0,1.0,2.0,17.03407864734082,4.331889370209931,76.3505095356195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,male,Senior secondary/Vocational,Part-time,1.0,Rural,Kinesthetic,Mobile,Afternoon,4,0.331115978274955,6.2037741180385,10.0,79.4913029933175,4.0,45.5678262915988,1.0,2.0,3.20762554358712,2.0,0.0,0.0,0.0,1.0,2.0,12.811312947270817,2.499375156210947,55.5678262915988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,male,Junior secondary,Employed full-time,1.0,Rural,Visual,Desktop/Laptop,Morning,4,0.271938288807206,5.96060328408504,9.0,90.8332339997353,3.0,50.3422268002753,2.0,2.0,4.02894652410796,2.0,0.0,0.0,2.0,0.0,0.0,15.23637680524996,2.249437640589852,70.3422268002753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,female,Senior secondary/Vocational,Employed full-time,2.0,Urban,Visual,Tablet,Afternoon,4,0.311308920561991,2.98999636243127,12.0,100.0,5.0,44.3365695887925,1.0,2.0,3.74053343563165,2.0,0.0,0.0,0.0,1.0,0.0,33.43367489712148,2.9992501874531365,54.3365695887925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,female,Master,Employed full-time,1.0,Urban,Auditory,Mobile,Evening/Night,4,0.291397932468453,3.45202226012922,9.0,87.3763789452866,4.0,42.7987420265059,2.0,0.0,4.29698804974983,2.0,0.0,0.0,1.0,0.0,0.0,25.30431962579262,2.249437640589852,62.7987420265059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,male,Junior secondary,Self-employed,1.0,Urban,Kinesthetic,Mobile,Afternoon,4,0.592315712800279,8.17028843179447,4.0,61.3953667633161,5.0,47.9244841476343,0.0,0.0,3.15829953431249,2.0,1.0,1.0,2.0,0.0,0.0,7.5135478665061965,0.9997500624843788,47.9244841476343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,female,Master,Part-time,2.0,Urban,Visual,Tablet,Afternoon,1,0.106699489975433,1.82011231563288,7.0,79.0127148576572,4.0,44.9953165288292,2.0,2.0,3.59313279611534,1.0,1.0,1.0,2.0,0.0,2.0,43.3870630489907,6.993006993006993,64.99531652882919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,female,Senior secondary/Vocational,Employed full-time,0.0,Rural,Visual,Desktop/Laptop,Afternoon,2,0.228440507735314,6.07109425318645,9.0,73.428061655377,7.0,41.3873437082333,3.0,0.0,2.51416509717258,1.0,0.0,1.0,2.0,0.0,0.0,12.092707819356423,4.497751124437781,71.3873437082333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,female,Senior secondary/Vocational,Part-time,0.0,Urban,Kinesthetic,Mobile,Evening/Night,2,0.274622574733605,4.70018803503889,12.0,48.7708592374873,5.0,54.4010923871147,2.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,10.374156250290007,5.997001499250375,74.4010923871147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
